1095
1800	532000100	3316.00	6.61	0.000601402	0.000601402
1801	532000201	4200.00	2.27	0.000761727	0.001363129
1802	532000202	4418.00	1.13	0.000801264	0.002164393
1803	532000203	6536.00	7.05	0.001185392	0.003349785
1804	532000301	4653.00	2.51	0.000843885	0.00419367
1805	532000302	6547.00	2.54	0.001187387	0.005381058
1806	532000401	3065.00	0.96	0.000555879	0.005936937
1807	532000402	4075.00	1.56	0.000739057	0.006675994
1808	532000500	4113.00	1.12	0.000745948	0.007421942
1809	532000600	3585.00	1.47	0.000650188	0.00807213
1810	532000700	5384.00	1.58	0.000976462	0.009048592
1811	532000801	3573.00	1.79	0.000648012	0.009696604
1812	532000802	2632.00	1.25	0.000477349	0.010173953
1813	532000803	4588.00	1.90	0.000832096	0.011006049
1814	532000805	3339.00	2.06	0.000605573	0.011611622
1815	532000806	4418.00	1.88	0.000801264	0.012412887
1816	532000807	5313.00	3.40	0.000963585	0.013376471
1817	532000901	2603.00	1.02	0.000472089	0.013848561
1818	532000902	3482.00	0.96	0.000631508	0.014480069
1819	532000903	5448.00	1.70	0.000988069	0.015468138
1820	532000904	2745.00	1.03	0.000497843	0.015965981
1821	532000905	5650.00	1.72	0.001024704	0.016990685
1822	532001000	4325.00	1.31	0.000784398	0.017775082
1823	532001100	5301.00	1.96	0.000961408	0.018736491
1824	532001200	5896.00	2.13	0.00106932	0.01980581
1825	532001300	6207.00	5.22	0.001125724	0.020931534
1826	532001401	2456.00	1.13	0.000445429	0.021376963
1827	532001402	4911.00	0.58	0.000890677	0.02226764
1828	532001501	4317.00	6.08	0.000782947	0.023050586
1829	532001502	4267.00	2.22	0.000773878	0.023824465
1830	532001601	4664.00	3.30	0.00084588	0.024670344
1831	532001602	5563.00	74.23	0.001008926	0.02567927
1832	532010001	4902.00	16.00	0.000889044	0.026568314
1833	532010002	5729.00	2.83	0.001039032	0.027607346
1834	532010003	6539.00	5.92	0.001185936	0.028793283
1835	532010102	4355.00	2.52	0.000789838	0.029583121
1836	532010103	4341.00	1.69	0.000787299	0.030370421
1837	532010104	5055.00	1.70	0.000916793	0.031287214
1838	532010105	3391.00	3.43	0.000615004	0.031902217
1839	532010106	3903.00	2.38	0.000707862	0.03261008
1840	532010201	3081.00	1.03	0.000558781	0.033168861
1841	532010202	2174.00	0.66	0.000394284	0.033563145
1842	532010203	3117.00	1.44	0.00056531	0.034128455
1843	532010300	2705.00	1.16	0.000490588	0.034619044
1844	532010400	4426.00	1.70	0.000802715	0.035421759
1845	532010503	7384.00	5.84	0.001339189	0.036760948
1846	532010504	4280.00	1.68	0.000776236	0.037537184
1847	532010505	4223.00	1.09	0.000765898	0.038303082
1848	532010506	2223.00	0.63	0.000403171	0.038706254
1849	532010507	6267.00	1.96	0.001136606	0.039842859
1850	532010508	1969.00	1.46	0.000357105	0.040199964
1851	532010509	4337.00	1.04	0.000786574	0.040986538
1852	532010510	6103.00	1.42	0.001106862	0.0420934
1853	532010511	6409.00	54.91	0.001162359	0.043255759
1854	532010512	7254.00	3.77	0.001315611	0.044571371
1855	532010513	7017.00	30.27	0.001272628	0.045843999
1856	532020000	6099.00	267.65	0.001106137	0.046950136
1857	532020100	8608.00	37.30	0.001561178	0.048511313
1858	532020203	3272.00	62.90	0.000593422	0.049104735
1859	532020204	5423.00	2.21	0.000983535	0.05008827
1860	532020205	4381.00	1.70	0.000794554	0.050882824
1861	532020207	3582.00	15.74	0.000649644	0.051532468
1862	532020208	3209.00	3.02	0.000581996	0.052114464
1863	532020209	3158.00	1.99	0.000572746	0.05268721
1864	532020210	4566.00	35.83	0.000828106	0.053515316
1865	532020211	4767.00	2.96	0.00086456	0.054379876
1866	532020301	3449.00	1.82	0.000625523	0.055005399
1867	532020302	5013.00	2.61	0.000909176	0.055914575
1868	532020303	4296.00	1.50	0.000779138	0.056693713
1869	532020304	4476.00	3.51	0.000811783	0.057505496
1870	532020400	3622.00	5.08	0.000656899	0.058162395
1871	532020500	4787.00	3.68	0.000868187	0.059030583
1872	532020600	5112.00	161.60	0.000927131	0.059957713
1874	535000100	571.00	6.10	0.000103559	0.060061272
1875	0	0.00	0.00	0	0.060061272
1876	535000400	6861.00	0.34	0.001244336	0.061305607
1877	535000500	5089.00	0.38	0.000922959	0.062228567
1878	535000600	156.00	0.01	2.82927E-05	0.062256859
1879	535000701	3615.00	0.20	0.000655629	0.062912489
1880	535000702	5292.00	0.43	0.000959776	0.063872265
1881	535000800	3821.00	2.13	0.00069299	0.064565255
1882	535001001	4218.00	0.27	0.000764992	0.065330247
1883	535001002	6524.00	0.55	0.001183216	0.066513463
1884	535001100	4642.00	0.98	0.00084189	0.067355353
1885	535001200	8053.00	1.11	0.001460521	0.068815874
1886	535001300	6315.00	0.76	0.001145311	0.069961185
1887	535001400	548.00	0.47	9.93872E-05	0.070060572
1888	535001500	2742.00	0.28	0.000497299	0.070557871
1889	535001600	4484.00	0.67	0.000813234	0.071371105
1890	535001700	6378.00	1.33	0.001156737	0.072527842
1891	535001800	1623.00	0.35	0.000294353	0.072822195
1892	535001900	3284.00	0.25	0.000595598	0.073417793
1893	535002000	2060.00	0.75	0.000373609	0.073791402
1894	535002100	5038.00	0.88	0.00091371	0.074705112
1895	535002200	3793.00	0.55	0.000687912	0.075393024
1896	535002300	3107.00	0.68	0.000563497	0.075956521
1897	535002400	6418.00	0.71	0.001163991	0.077120512
1898	535002500	3108.00	0.53	0.000563678	0.07768419
1899	535002600	6505.00	0.78	0.00117977	0.07886396
1900	535002700	4606.00	0.49	0.000835361	0.079699321
1901	535002800	5636.00	0.67	0.001022165	0.080721486
1902	535002900	5907.00	0.68	0.001071315	0.081792801
1903	535003000	4550.00	0.38	0.000825204	0.082618005
1904	535003100	5837.00	0.26	0.001058619	0.083676624
1905	535003200	5469.00	0.42	0.000991877	0.084668502
1906	535003300	5528.00	0.32	0.001002578	0.08567108
1907	535003400	8240.00	0.52	0.001494436	0.087165516
1908	535003500	4619.00	0.66	0.000837718	0.088003234
1909	535003600	4505.00	0.38	0.000817043	0.088820277
