%STUDENT - TEACHER RATIO
0.05

%nSchoolBoards in use
16

%SCHOOLID	LEVEL	NAME	SCHOOLBOARD	BOARDID	ENROLMENT
2004	2	FOREST_HILL_MONTESSORI_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2005	2	GEORGETOWN_DISTRICT_CHRISTIAN_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2006	2	GILES_SCHOOL__THE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2007	2	GLENBURNIE_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2008	2	GLENN_ARBOUR_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2009	2	GRADALE_ACADEMY_EARLY_LEARNING_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2010	2	GUILDWOOD_VILLAGE_MONTESSORI_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2011	2	HALTON_WALDORF_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2012	2	HALTON_WALDORF_SCHOOL_THE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2013	2	HITHERFIELD_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2014	2	HOWLETT_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2015	2	INTEGRITY_CHRISTIAN_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2016	2	ISNA_ELEMENTARY_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2017	2	JOHN_CALVIN_CHRISTIAN_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2018	2	JOHN_KNOX_CHRISTIAN_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2019	2	JOHN_KNOX_CHRISTIAN_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2020	2	JUNIOR_ACADEMY_INC.__THE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2021	2	KEW_PARK_MONTESSORI_DAY_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2022	2	KINDER_CHRISTIAN_COLLEGE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2023	2	KINGDOM_COVENANT_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2024	2	KINGSBRIDGE_SCHOOL_(INC)__THE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2025	2	KINGSLEY_PRIMARY_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2026	2	KINGSWAY_COLLEGE_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2027	2	LAUREL_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2028	2	LAUREL_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2029	2	LEONARDO_DA_VINCI_ACADEMY_OF_ARTS_AND_SCIENCES	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2030	2	LITTLE_OWL_PRESCHOOL_ELEMENTARY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2031	2	LYNN_ROSE_HEIGHTS_PRIVATE_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2032	2	MANOR_MONTESSORI_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2033	2	MARANATHA_CHRISTIAN_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2034	2	MARTINGROVE_MONTESSORI_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2035	2	MARY__MOTHER_OF_GOD_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2036	2	MEADOW_GREEN_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2037	2	METAMORPHOSIS_GREEK_ORTHODOX_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2038	2	MILTON_CHRISTIAN_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2039	2	MISSISSAUGA_CHILDREN_MONTESSORI_SCHOOL__THE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2040	2	MISSISSAUGA_CHRISTIAN_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2041	2	MONTCREST_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2042	2	MONTESSORI_SCHOOL_OF_MILTON_INC	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2043	2	NAMF_JUNIOR_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2044	2	NEW_BEGINNINGS_PRIVATE_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2045	2	NEW_COVENANT_CHURCH_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2046	2	NORTH_TORONTO_CHRISTIAN_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2047	2	NORTHMOUNT_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2048	2	OAKVILLE_CHRISTIAN_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2049	2	OHR_MENACHEM_ACADEMY_OF_TORONTO	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2050	2	OLIVE_GROVE_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2051	2	OLIVET_NEW_CHURCH_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2052	2	OXFORD_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2053	2	P.T._MONTESSORI_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2054	2	PARK_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2055	2	PEEL_ADVENTIST_ELEMENTARY_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2056	2	PEEL_ADVENTIST_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2057	2	PEEL_MONTESSORI_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2058	2	PEEL_MONTESSORI_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2059	2	PHOENIX_MONTESSORI_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2060	2	PINE_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2061	2	RICHLAND_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2062	2	RICHMOND_HILL_CHRISTIAN_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2063	2	RICHMOND_HILL_MONTESSORI_&_ELEMENTARY_PRIVATE_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2064	2	RICHMOND_HILL_MONTESSORI_AND_ELEMENTARY_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2065	2	ROTHERGLEN_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2066	2	ROTHERGLEN_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2067	2	ROTHERGLEN_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2068	2	ROTHERGLEN_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2069	2	SATHYA_SAI_SCHOOL_OF_TORONTO	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2070	2	SCHOOL_HOUSE_THE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2071	2	SENECA_HILL_PRIVATE_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2072	2	SENECA_HILL_PRIVATE_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2073	2	SHERWOOD_HEIGHTS_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2074	2	SHERWOOD_HEIGHTS_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2075	2	SOMMERVILLE_MANOR_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2076	2	SPRINGFIELD_PREPARATORY_&_NURSERY_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2077	2	ST_JUDES_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2078	2	STAR_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2079	2	STREETSVILLE_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2080	2	TALC_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2081	2	TALL_PINES_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2082	2	THE_JUNIOR_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2083	2	THE_ROSEDALE_DAY_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2084	2	THE_STERLING_HALL_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2085	2	THREE_FISHES_CHRISTIAN_ELEMENTARY_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2086	2	TIMOTHY_CHRISTIAN_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2087	2	TORONTO_FRENCH_MONTESSORI	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2088	2	TORONTO_GERMAN_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2089	2	TORONTO_HESCHEL_SCHOOL__THE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2090	2	TORONTO'S_RONALD_MCDONALD_HOUSE_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2091	2	TRILLIUM_GOLDHAWK_MONTESSORI_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2092	2	TRINITY_CHRISTIAN_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2093	2	UNITED_SYNAGOGUE_DAY_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2094	2	UNIVERSAL_MONTESSORI_SCHOOL_INC	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2095	2	VOICE_INTERMEDIATE_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2096	2	WATERDOWN_MONTESSORI_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2097	2	WESTWAY_PRIMARY_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2098	2	WHITE_OAKS_MONTESSORI_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2099	2	WHITE_OAKS_MONTESSORI_SCHOOL_LTD	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2100	2	WILDWOOD_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2101	2	WILLOW_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2102	2	WILLOWDALE_CHRISTIAN_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2103	2	WILLOWGLEN_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2104	4	APPLEBY_COLLEGE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2105	4	ARCHER_PREPARATORY_COLLEGE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2106	4	CRESTWOOD_PREPARATORY_COLLEGE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2107	4	GREENWOOD_COLLEGE_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2108	4	ST_MICHAELS_COLLEGE_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2109	4	TMS_COLLEGE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2110	4	UNIVERSITY_OF_TORONTO_SCHOOLS	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2111	5	Scarborough_Centre_for_Alternative_Studi	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	304
2112	5	ACADEMY_OF_MATH_AND_ENGLISH	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2113	5	ACEIT_SECONDARY_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2114	5	ALPHA_QUALITY_EDUCATION_INC	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2115	5	ARISTOTELE'S_CREDIT_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2116	5	BEACON_HOUSE_INTERNATIONAL_COLLEGE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2117	5	BEACONHOUSE_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2118	5	BETH_JACOB_PRIVATE_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2119	5	BIRMINGHAM_INTERNATIONAL_COLLEGE_OF_CANADA	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2120	5	BLYTH_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2121	5	BOND_INTERNATIONAL_COLLEGE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2122	5	BRAEMAR_COLLEGE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2123	5	BRONTE_COLLEGE_OF_CANADA	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2124	5	CAMBRIDGE_INTERNATIONAL_COLLEGE_OF_CANADA	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2125	5	CAMBRIDGE_INTERNATIONAL_COLLEGE_OF_CANADA	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2126	5	CANADA_CHRISTIAN_HIGH_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2127	5	CANADA_INTERNATIONAL_COLLEGE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2128	5	CHISHOLM_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2129	5	CITY_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2130	5	DEWEY_COLLEGE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2131	5	DOMINION_COLLEGE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2132	5	DON_VALLEY_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2133	5	ELPIS_COLLEGE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2134	5	EXCEL_HIGH_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2135	5	FOREST_HILL_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2136	5	FREEMONT_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2137	5	FUTURESKILLS_HIGH_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2138	5	GREAT_LAKES_COLLEGE_OF_TORONTO__THE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2139	5	HANSON_INTERNATIONAL_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2140	5	HILL_ACADEMY__THE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2141	5	HORIZONS_SECONDARY_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2142	5	IMPERIAL_COLLEGE_OF_TORONTO	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2143	5	INTEGRAL_HIGH_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2144	5	INTERNATIONAL_ACADEMIC_SCHOOL_OF_CANADA	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2145	5	ISNA_HIGH_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2146	5	J._ADDISON_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2147	5	KING'S_CHRISTIAN_COLLEGIATE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2148	5	KIOSK_INTERNATIONAL_COLLEGE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2149	5	MATRIX	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2150	5	MCDONALD_INTERNATIONAL_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2151	5	MEI_INTERNATIONAL_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2152	5	METRO_TORONTO_LANGUAGE_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2153	5	NEWORLD_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2154	5	NIPIGON_HIGH_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2155	5	NLCSOFT	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2156	5	NORTH_TORONTO_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2157	5	NORTHERN_LIGHTS_PREPARATORY_COLLEGE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2158	5	ONTARIO_INTERNATIONAL_INSTITUTE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2159	5	PATTISON_HIGH_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2160	5	QUEEN'S_COLLEGE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2161	5	ROYAL_INSTITUTE_OF_INTERNATIONAL_STUDIES	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2162	5	ROYAL_YORK_COLLEGE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2163	5	SABOUHI_ACADEMY_OF_ART_AND_DESIGN_PRIVATE_HIGH_SCH	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2164	5	SCHOOL_OF_LIBERAL_ARTS_(SOLA)	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2165	5	TAIE_INTERNATIONAL_INSTITUTE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2166	5	TCT_HIGH_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2167	5	THE_ABELARD_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2168	5	THE_YMCA_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2169	5	TORONTO_COLLEGIATE_INSTITUTE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2170	5	TORONTO_INDEPENDENT_HIGH_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2171	5	TORONTO_INTERNATIONAL_ACADEMY	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2172	5	TORONTO_PRIVATE_HIGH_SCHOOL	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2173	5	UNIVERSITY_PREPARATORY_ACADEMY_(U.P.A.)	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2174	5	WALES_COLLEGE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2175	5	WEST_TORONTO_SCHOOL_OF_EXCELLENCE	PRIVATE_SCHOOL_DISTRICT:_TORONTO	12	1500
2176	1	St_John_Bosco_Catholic_School	Toronto_CDSB	13	242
2177	2	Christ_the_King_Catholic_School	Toronto_CDSB	13	251
2178	2	St_Teresa_Catholic_School	Toronto_CDSB	13	203
2179	2	St_Ambrose_Catholic_School	Toronto_CDSB	13	358
2180	2	St_Leo_Catholic_School	Toronto_CDSB	13	260
2181	2	St_Louis_Catholic_School	Toronto_CDSB	13	223
2182	2	Holy_Angels_Catholic_School	Toronto_CDSB	13	319
2183	2	St_Clement_Catholic_School	Toronto_CDSB	13	379
2184	2	St_Mark_Catholic_School	Toronto_CDSB	13	224
2185	2	St_Elizabeth_Catholic_School	Toronto_CDSB	13	233
2186	2	Holy_Family_Catholic_School	Toronto_CDSB	13	380
2187	2	St_Mary_Catholic_School	Toronto_CDSB	13	246
2188	2	Senhor_Santo_Cristo_Catholic_School	Toronto_CDSB	13	132
2189	2	Our_Lady_of_Peace_Catholic_School	Toronto_CDSB	13	629
2190	2	St_Vincent_de_Paul_Catholic_School	Toronto_CDSB	13	242
2191	2	St_Michael_Catholic_School	Toronto_CDSB	13	163
2192	2	Our_Lady_of_Sorrows_Catholic_School	Toronto_CDSB	13	673
2193	2	St_Luke_Catholic_School	Toronto_CDSB	13	388
2194	2	St_Pius_X_Catholic_School	Toronto_CDSB	13	461
2195	2	St_Helen_Catholic_School	Toronto_CDSB	13	594
2196	2	Nativity_of_Our_Lord_Catholic_School	Toronto_CDSB	13	477
2197	2	St_Michael's_Choir_(Jr)_School	Toronto_CDSB	13	179
2198	2	St_Paul_Catholic_School	Toronto_CDSB	13	188
2199	2	St_Francis_of_Assisi_Catholic_School	Toronto_CDSB	13	162
2200	2	St_Gregory_Catholic_School	Toronto_CDSB	13	628
2201	2	Josyf_Cardinal_Slipyj_Catholic_School	Toronto_CDSB	13	613
2202	2	St_Cecilia_Catholic_School	Toronto_CDSB	13	436
2203	2	James_Culnan_Catholic_School	Toronto_CDSB	13	376
2204	2	St_Sebastian_Catholic_School	Toronto_CDSB	13	381
2205	2	Mother_Cabrini_Catholic_School	Toronto_CDSB	13	196
2206	2	St_Luigi_Catholic_School	Toronto_CDSB	13	384
2207	2	St_Anthony_Catholic_School	Toronto_CDSB	13	366
2208	2	St_James_Catholic_School	Toronto_CDSB	13	278
2209	2	St_Raymond_Catholic_School	Toronto_CDSB	13	212
2210	2	Our_Lady_of_Lourdes_Catholic_School	Toronto_CDSB	13	647
2211	2	St_Joseph_Catholic_School	Toronto_CDSB	13	181
2212	2	St_Rita_Catholic_School	Toronto_CDSB	13	147
2213	2	St_Josaphat_Catholic_School	Toronto_CDSB	13	161
2214	2	St_Denis_Catholic_School	Toronto_CDSB	13	261
2215	2	St_Mary_of_the_Angels_Catholic_School	Toronto_CDSB	13	339
2216	2	St_Bruno_Catholic_School	Toronto_CDSB	13	139
2217	2	Pope_Paul_Catholic_School	Toronto_CDSB	13	430
2218	2	Holy_Name_Catholic_School	Toronto_CDSB	13	310
2219	2	St_Clare_Catholic_School	Toronto_CDSB	13	578
2220	2	St_Marcellus_Catholic_School	Toronto_CDSB	13	366
2221	2	Stella_Maris_Catholic_School	Toronto_CDSB	13	445
2222	2	Santa_Maria_Catholic_School	Toronto_CDSB	13	212
2223	2	St_John_Catholic_School	Toronto_CDSB	13	534
2224	2	St_Matthew_Catholic_School	Toronto_CDSB	13	593
2225	2	St_Alphonsus_Catholic_School	Toronto_CDSB	13	312
2226	2	St_Nicholas_of_Bari_Catholic_School	Toronto_CDSB	13	632
2227	2	Our_Lady_of_Victory_Catholic_School	Toronto_CDSB	13	749
2228	2	Holy_Rosary_Catholic_School	Toronto_CDSB	13	283
2229	2	All_Saints_Catholic_School	Toronto_CDSB	13	709
2230	2	St_Demetrius_Catholic_School	Toronto_CDSB	13	265
2231	2	Father_Serra_Catholic_School	Toronto_CDSB	13	545
2232	2	St_Brigid_Catholic_School	Toronto_CDSB	13	560
2233	2	Our_Lady_of_Perpetual_Help_Catholic_School	Toronto_CDSB	13	317
2234	2	Holy_Cross_Catholic_School	Toronto_CDSB	13	369
2235	2	Transfiguration_of_our_Lord_Catholic_School	Toronto_CDSB	13	427
2236	2	D'Arcy_McGee_Catholic_School	Toronto_CDSB	13	373
2237	2	St_Eugene_Catholic_School	Toronto_CDSB	13	310
2238	2	St_Dunstan_Catholic_School	Toronto_CDSB	13	272
2239	2	Immaculate_Heart_of_Mary_Catholic_School	Toronto_CDSB	13	229
2240	2	St_Thomas_Aquinas_Catholic_School	Toronto_CDSB	13	735
2241	2	Canadian_Martyrs_Catholic_School	Toronto_CDSB	13	353
2242	2	St_Maurice_Catholic_School	Toronto_CDSB	13	333
2243	2	Immaculate_Conception_Catholic_School	Toronto_CDSB	13	425
2244	2	St_Bernard_Catholic_School	Toronto_CDSB	13	603
2245	2	St_John_the_Evangelist_Catholic_School	Toronto_CDSB	13	507
2246	2	St_Anselm_Catholic_School	Toronto_CDSB	13	331
2247	2	Sts_Cosmas_and_Damian_Catholic_School	Toronto_CDSB	13	311
2248	2	Our_Lady_of_Fatima_Catholic_School	Toronto_CDSB	13	741
2249	2	St_Monica_Catholic_School	Toronto_CDSB	13	251
2250	2	Regina_Mundi_Catholic_School	Toronto_CDSB	13	472
2251	2	St_Francis_Xavier_Catholic_School	Toronto_CDSB	13	471
2252	2	Blessed_John_XXIII_Catholic_School	Toronto_CDSB	13	385
2253	2	St_Charles_Catholic_School	Toronto_CDSB	13	256
2254	2	St_Joachim_Catholic_School	Toronto_CDSB	13	239
2255	2	Our_Lady_of_the_Assumption_Catholic_School	Toronto_CDSB	13	294
2256	2	St_Fidelis_Catholic_School	Toronto_CDSB	13	612
2257	2	St_Theresa_Shrine_Catholic_School	Toronto_CDSB	13	256
2258	2	St_Philip_Neri_Catholic_School	Toronto_CDSB	13	351
2259	2	St_Simon_Catholic_School	Toronto_CDSB	13	383
2260	2	St_Stephen_Catholic_School	Toronto_CDSB	13	413
2261	2	St_Agatha_Catholic_School	Toronto_CDSB	13	410
2262	2	St_Benedict_Catholic_School	Toronto_CDSB	13	652
2263	2	St_Gerard_Majella_Catholic_School	Toronto_CDSB	13	188
2264	2	Blessed_Sacrament_Catholic_School	Toronto_CDSB	13	548
2265	2	St_Raphael_Catholic_School	Toronto_CDSB	13	583
2266	2	St_Maria_Goretti_Catholic_School	Toronto_CDSB	13	1019
2267	2	St_Conrad_Catholic_School	Toronto_CDSB	13	363
2268	2	St_Dorothy_Catholic_School	Toronto_CDSB	13	349
2269	2	Holy_Child_Catholic_Catholic_School	Toronto_CDSB	13	1337
2270	2	St_Bonaventure_Catholic_School	Toronto_CDSB	13	436
2271	2	St_Norbert_Catholic_School	Toronto_CDSB	13	295
2272	2	St_John_Vianney_Catholic_School	Toronto_CDSB	13	365
2273	2	St_Margaret_Catholic_School	Toronto_CDSB	13	617
2274	2	Precious_Blood_Catholic_School	Toronto_CDSB	13	474
2275	2	St_Jude_Catholic_School	Toronto_CDSB	13	621
2276	2	St_Boniface_Catholic_School	Toronto_CDSB	13	395
2277	2	St_Martha_Catholic_School	Toronto_CDSB	13	248
2278	2	St_Catherine_Catholic_School	Toronto_CDSB	13	107
