DAUID  PROBABILITY  CUMULATIVE PROBABILITY (2006)
35202911    0.000102004         0.486513
35202912    8.17111e-05         0.486594
35202918    0.000115473         0.48671
35202919    9.10495e-05         0.486801
35202920    0.000106314         0.486907
35202928    0.000113138         0.48702
35202930    8.65599e-05         0.487107
35202931    0.000107212         0.487214
35202932    8.54823e-05         0.4873
35202933    0.000111522         0.487411
35202935    9.46412e-05         0.487506
35202936    9.14086e-05         0.487597
35202937    0.000111163         0.487708
35202938    8.72782e-05         0.487796
35202939    0.000113677         0.487909
35202940    7.68623e-05         0.487986
35202941    8.97924e-05         0.488076
35202942    0.000102004         0.488178
35202943    0.000117269         0.488295
35202944    0.00013828         0.488434
35202945    8.44048e-05         0.488518
35202946    0.000108469         0.488626
35202947    0.000144386         0.488771
35202948    5.67488e-05         0.488828
35202949    0.000110983         0.488939
35202950    0.000100029         0.489039
35202951    6.96789e-05         0.489108
35202952    9.05107e-05         0.489199
35202953    8.63803e-05         0.489285
35202954    8.70986e-05         0.489372
35202955    0.000102004         0.489474
35202965    0.000159471         0.489634
35202966    5.49529e-05         0.489689
35202967    8.49436e-05         0.489774
35202968    0.00012984         0.489903
35202969    0.000126428         0.49003
35202970    8.81761e-05         0.490118
35202971    0.000105775         0.490224
35202972    8.97924e-05         0.490314
35202973    7.91969e-05         0.490393
35202974    6.96789e-05         0.490463
35202975    6.10588e-05         0.490524
35202976    6.77035e-05         0.490591
35202977    5.04633e-05         0.490642
35202982    5.42346e-05         0.490696
35202983    9.2127e-05         0.490788
35202984    0.000127146         0.490915
35202985    5.74671e-05         0.490973
35202986    8.81761e-05         0.491061
35202987    9.01516e-05         0.491151
35202988    8.53028e-05         0.491236
35202989    7.8299e-05         0.491315
35202990    0.000165577         0.49148
35202991    6.8781e-05         0.491549
35202992    0.000105955         0.491655
35202993    0.000160908         0.491816
35202994    6.19567e-05         0.491878
35202995    6.69851e-05         0.491945
35202996    0.00011224         0.492057
35202997    0.000113857         0.492171
35202998    0.000100388         0.492271
35202999    7.8299e-05         0.49235
35203000    0.000118706         0.492468
35203001    9.73349e-05         0.492566
35203002    0.000109547         0.492675
35203003    9.949e-05         0.492775
35203004    0.000119603         0.492894
35203005    0.000103441         0.492998
35203006    9.48208e-05         0.493093
35203007    0.000110983         0.493204
35203008    8.92536e-05         0.493293
35203009    7.54256e-05         0.493368
35203015    5.44142e-05         0.493423
35203016    0.000115473         0.493538
35203018    4.72308e-05         0.493585
35203026    0.000123734         0.493709
35203027    0.000143488         0.493853
35203028    8.35069e-05         0.493936
35203029    4.99246e-05         0.493986
35203030    7.84785e-05         0.494064
35203031    0.000195029         0.494259
35203032    7.77602e-05         0.494337
35203033    6.89606e-05         0.494406
35203034    0.000126248         0.494532
35203035    0.000110265         0.494643
35203036    8.2609e-05         0.494725
35203037    9.23066e-05         0.494818
35203038    0.000184613         0.495002
35203039    9.53595e-05         0.495098
35203040    7.59644e-05         0.495174
35203041    0.000163063         0.495337
35203042    0.000109008         0.495446
35203043    7.79398e-05         0.495524
35203044    7.00381e-05         0.495594
35203045    0.000115114         0.495709
35203046    7.48868e-05         0.495784
35203047    0.000121938         0.495906
35203048    9.62574e-05         0.496002
35203049    4.65125e-05         0.496048
35203050    7.03972e-05         0.496119
35203051    0.000170246         0.496289
35203052    2.96315e-05         0.496319
35203053    0.000227175         0.496546
35203054    0.000212808         0.496759
35203055    0.000107212         0.496866
35203056    0.000189103         0.497055
35203057    0.000199339         0.497254
35203058    0.000106135         0.49736
35203059    5.80059e-05         0.497418
35203060    5.24388e-05         0.497471
35203061    0.000115114         0.497586
35203064    8.2609e-05         0.497669
35203071    7.84785e-05         0.497747
35203072    7.50664e-05         0.497822
35203073    6.51893e-05         0.497887
35203074    9.28453e-05         0.49798
35203075    0.000133252         0.498113
35203077    7.12952e-05         0.498185
35203079    5.65692e-05         0.498241
35203080    6.60872e-05         0.498307
35203081    6.86014e-05         0.498376
35203082    7.5246e-05         0.498451
35203086    0.000176173         0.498627
35203087    0.000112061         0.498739
35203093    0.000123554         0.498863
35203094    0.000100927         0.498964
35203095    0.00010829         0.499072
35203096    0.000138999         0.499211
35203097    9.48208e-05         0.499306
35203098    9.17678e-05         0.499398
35203102    6.84218e-05         0.499466
35203105    7.12952e-05         0.499537
35203107    0.000122297         0.49966
35203108    0.000111163         0.499771
35203109    9.23066e-05         0.499863
35203110    8.58415e-05         0.499949
35203111    0.000100388         0.500049
35203112    8.18907e-05         0.500131
35203113    4.99246e-05         0.500181
35203126    0.00011224         0.500294
35203127    0.000174018         0.500468
35203128    6.48301e-05         0.500532
35203129    8.17111e-05         0.500614
35203130    8.65599e-05         0.500701
35203131    0.000230228         0.500931
35203132    9.2127e-05         0.501023
35203133    5.621e-05         0.501079
35203134    7.3091e-05         0.501152
35203135    8.42253e-05         0.501237
35203136    7.63235e-05         0.501313
35203137    0.000120681         0.501434
35203138    7.84785e-05         0.501512
35203139    9.10495e-05         0.501603
35203140    0.000126607         0.50173
35203141    7.56052e-05         0.501805
35203142    8.87149e-05         0.501894
35203143    9.69758e-05         0.501991
35203144    0.000102722         0.502094
35203146    0.000154622         0.502248
35203147    0.000172401         0.502421
35203148    8.00948e-05         0.502501
35203149    6.10588e-05         0.502562
35203150    7.97356e-05         0.502642
35203151    7.7401e-05         0.502719
35203152    0.00010811         0.502827
35203153    0.00010398         0.502931
35203154    8.2609e-05         0.503014
35203155    0.000308706         0.503322
35203156    0.000103082         0.503425
35203157    0.000274406         0.5037
35203159    0.000248007         0.503948
35203160    0.000287156         0.504235
35203161    4.74104e-05         0.504282
35203162    0.000175454         0.504458
35203163    0.000107571         0.504565
35203164    0.000294878         0.50486
35203167    5.89038e-05         0.504919
35203170    0.000120861         0.50504
35203174    0.0001126         0.505153
35203175    0.00018156         0.505334
35203176    0.000152827         0.505487
35203177    8.96128e-05         0.505577
35203183    9.23066e-05         0.505669
35203184    8.15315e-05         0.505751
35203185    0.000134868         0.505885
35203190    0.000170067         0.506056
35203191    4.59737e-05         0.506101
35203192    9.03311e-05         0.506192
35203193    6.55484e-05         0.506257
35203194    0.000101825         0.506359
35203195    0.000121758         0.506481
35203196    5.38754e-05         0.506535
35203197    8.13519e-05         0.506616
35203198    7.00381e-05         0.506686
35203199    0.000160908         0.506847
35203200    0.000135227         0.506982
35203201    0.000115473         0.507098
35203202    8.29682e-05         0.507181
35203203    5.87242e-05         0.50724
35203204    5.69284e-05         0.507296
35203206    0.000132354         0.507429
35203208    7.0936e-05         0.5075
35203209    0.000114755         0.507614
35203210    5.27979e-05         0.507667
35203211    6.19567e-05         0.507729
35203212    7.97356e-05         0.507809
35203213    7.95561e-05         0.507889
35203214    6.69851e-05         0.507956
35203215    0.000369945         0.508325
35203216    7.97356e-05         0.508405
35203217    9.60779e-05         0.508501
35203218    0.000101465         0.508603
35203219    6.98585e-05         0.508673
35203220    6.33934e-05         0.508736
35203221    0.000100567         0.508837
35203222    0.000121579         0.508958
35203223    4.32799e-05         0.509001
35203224    8.7817e-05         0.509089
35203225    8.81761e-05         0.509177
35203226    9.80533e-05         0.509275
35203227    0.000105955         0.509381
35203228    9.12291e-05         0.509473
35203229    8.09927e-05         0.509554
35203230    0.000111522         0.509665
35203231    0.00013397         0.509799
35203232    0.000116551         0.509916
35203233    0.000118885         0.510035
35203234    0.000122656         0.510157
35203235    0.000103261         0.51026
35203236    0.000114934         0.510375
35203237    0.000100388         0.510476
35203238    8.51232e-05         0.510561
35203239    0.000128942         0.51069
35203240    0.000146541         0.510836
35203241    9.24862e-05         0.510929
35203242    0.000101106         0.51103
35203243    8.11723e-05         0.511111
35203244    8.36865e-05         0.511195
35203245    7.7401e-05         0.511272
35203246    6.66259e-05         0.511339
35203247    0.000106853         0.511446
35203248    8.38661e-05         0.51153
35203249    8.81761e-05         0.511618
35203250    0.000104339         0.511722
35203251    9.03311e-05         0.511812
35203252    9.75145e-05         0.51191
35203253    8.36865e-05         0.511994
35203254    9.03311e-05         0.512084
35203255    9.41024e-05         0.512178
35203256    9.32045e-05         0.512271
35203257    0.000120322         0.512392
35203258    9.58983e-05         0.512488
35203259    9.8592e-05         0.512586
35203260    8.0454e-05         0.512667
35203261    0.000124093         0.512791
35203263    7.75806e-05         0.512868
35203264    7.18339e-05         0.51294
35203265    8.85353e-05         0.513029
35203266    7.79398e-05         0.513107
35203267    8.85353e-05         0.513195
35203268    0.000130199         0.513325
35203269    9.17678e-05         0.513417
35203270    1.63422e-05         0.513433
35203271    9.19474e-05         0.513525
35203273    7.54256e-05         0.513601
35203274    0.000130199         0.513731
35203275    0.000144566         0.513876
35203276    0.000101825         0.513977
35203277    8.33273e-05         0.514061
35203278    8.62007e-05         0.514147
35203279    0.000111702         0.514259
35203280    7.59644e-05         0.514335
35203281    6.8781e-05         0.514403
35203282    7.20135e-05         0.514475
35203283    8.36865e-05         0.514559
35203284    7.18339e-05         0.514631
35203285    9.19474e-05         0.514723
35203286    0.000126607         0.514849
35203287    7.86581e-05         0.514928
35203288    0.000195029         0.515123
35203289    0.000130558         0.515254
35203290    9.93104e-05         0.515353
35203291    0.000178866         0.515532
35203292    7.27318e-05         0.515605
35203293    4.27412e-05         0.515647
35203294    0.00010811         0.515755
35203296    5.85446e-05         0.515814
35203297    8.4764e-05         0.515899
35203298    9.01516e-05         0.515989
35203299    8.09927e-05         0.51607
35203300    7.65031e-05         0.516146
35203301    8.22498e-05         0.516229
35203314    9.60779e-05         0.516325
35203315    6.96789e-05         0.516394
35203316    7.88377e-05         0.516473
35203317    9.58983e-05         0.516569
35203318    0.000122477         0.516692
35203321    6.86014e-05         0.51676
35203322    0.000112061         0.516872
35203323    7.47073e-05         0.516947
35203324    0.00011242         0.517059
35203330    0.000166655         0.517226
35203331    0.00014726         0.517373
35203332    6.84218e-05         0.517442
35203333    0.000124093         0.517566
35203334    8.02744e-05         0.517646
35203337    6.26751e-05         0.517709
35203338    6.73443e-05         0.517776
35203339    8.13519e-05         0.517857
35203340    0.000345342         0.518203
35203342    0.000266145         0.518469
35203344    5.8365e-05         0.518527
35203345    0.000100567         0.518628
35203346    6.77035e-05         0.518696
35203347    6.08792e-05         0.518756
35203348    0.000168451         0.518925
35203350    0.000171683         0.519097
35203351    0.000104339         0.519201
35203352    7.14747e-05         0.519272
35203353    8.24294e-05         0.519355
35203354    9.89512e-05         0.519454
35203355    8.11723e-05         0.519535
35203356    8.31477e-05         0.519618
35203357    5.44142e-05         0.519673
35203358    7.88377e-05         0.519751
35203359    7.25522e-05         0.519824
35203360    4.83083e-05         0.519872
35203361    9.30249e-05         0.519965
35203362    5.54917e-05         0.520021
35203363    6.44709e-05         0.520085
35203370    0.000154622         0.52024
35203371    0.000323791         0.520564
35203372    0.000286976         0.520851
35203373    6.01609e-05         0.520911
35203374    9.98491e-05         0.521011
35203375    5.7108e-05         0.521068
35203376    4.759e-05         0.521115
35203377    9.53595e-05         0.521211
35203378    0.000116551         0.521327
35203379    0.000101825         0.521429
35203380    8.24294e-05         0.521511
35203381    8.02744e-05         0.521592
35203382    7.8299e-05         0.52167
35203383    6.77035e-05         0.521738
35203384    9.2127e-05         0.52183
35203385    8.0454e-05         0.52191
35203386    0.000110445         0.522021
35203387    8.44048e-05         0.522105
35203388    8.85353e-05         0.522194
35203389    7.77602e-05         0.522271
35203391    7.91969e-05         0.522351
35203392    5.72875e-05         0.522408
35203393    0.00016863         0.522577
35203394    0.000156957         0.522734
35203395    8.09927e-05         0.522815
35203396    7.34502e-05         0.522888
35203399    8.88945e-05         0.522977
35203400    7.45277e-05         0.523051
35203401    4.63329e-05         0.523098
35203402    6.75239e-05         0.523165
35203403    0.000326126         0.523491
35203404    0.000277997         0.523769
35203405    0.000197902         0.523967
35203406    0.000246929         0.524214
35203407    0.000114216         0.524328
35203408    0.000370124         0.524699
35203409    6.68055e-05         0.524765
35203410    6.66259e-05         0.524832
35203411    0.00024226         0.525074
35203412    0.000101825         0.525176
35203413    7.27318e-05         0.525249
35203414    8.29682e-05         0.525332
35203415    7.27318e-05         0.525405
35203416    0.000112061         0.525517
35203417    0.000102363         0.525619
35203418    0.000105416         0.525724
35203419    0.000107751         0.525832
35203420    0.000123195         0.525955
35203421    0.000130199         0.526085
35203422    8.9074e-05         0.526175
35203423    9.55391e-05         0.52627
35203427    7.0936e-05         0.526341
35203433    0.0001988         0.52654
35203435    0.000147798         0.526688
35203439    0.000112061         0.5268
35203440    9.12291e-05         0.526891
35203441    7.93765e-05         0.52697
35203442    5.19e-05         0.527022
35203443    8.22498e-05         0.527104
35203444    0.000117808         0.527222
35203445    0.000103261         0.527326
35203446    0.00010398         0.52743
35203447    9.82329e-05         0.527528
35203448    0.00020778         0.527736
35203449    0.000195568         0.527931
35203450    0.00012535         0.528056
35203451    0.000101286         0.528158
35203452    0.000168989         0.528327
35203458    9.12291e-05         0.528418
35203461    0.000119244         0.528537
35203462    9.12291e-05         0.528628
35203463    8.4764e-05         0.528713
35203465    0.000228971         0.528942
35203466    0.000266145         0.529208
35203467    8.58415e-05         0.529294
35203468    9.67962e-05         0.529391
35203469    8.13519e-05         0.529472
35203470    0.000143309         0.529616
35203471    9.51799e-05         0.529711
35203472    0.000120681         0.529831
35203479    7.70419e-05         0.529908
35203480    8.29682e-05         0.529991
35203482    0.000102363         0.530094
35203483    0.000113498         0.530207
35203484    0.000105237         0.530313
35203485    7.54256e-05         0.530388
35203486    0.000137382         0.530525
35203489    0.00010793         0.530633
35203490    9.98491e-05         0.530733
35203491    0.000117269         0.53085
35203492    8.29682e-05         0.530933
35203493    9.93104e-05         0.531033
35203494    9.93104e-05         0.531132
35203495    7.91969e-05         0.531211
35203496    8.87149e-05         0.5313
35203498    9.8592e-05         0.531399
35203501    9.75145e-05         0.531496
35203502    9.91308e-05         0.531595
35203503    0.000117089         0.531712
35203504    4.39983e-05         0.531756
35203505    8.56619e-05         0.531842
35203506    7.16543e-05         0.531914
35203507    7.29114e-05         0.531986
35203508    9.58983e-05         0.532082
35203509    8.7817e-05         0.53217
35203510    7.47073e-05         0.532245
35203511    8.85353e-05         0.532333
35203512    9.82329e-05         0.532432
35203513    0.000100747         0.532532
35203519    0.000165757         0.532698
35203520    0.0004583         0.533156
35203521    0.000257165         0.533414
35203522    7.50664e-05         0.533489
35203523    6.53689e-05         0.533554
35203524    7.50664e-05         0.533629
35203525    8.79965e-05         0.533717
35203526    8.35069e-05         0.533801
35203527    8.49436e-05         0.533886
35203528    8.38661e-05         0.533969
35203529    9.33841e-05         0.534063
35203530    9.33841e-05         0.534156
35203531    8.67394e-05         0.534243
35203532    0.000100747         0.534344
35203533    7.72215e-05         0.534421
35203534    7.86581e-05         0.5345
35203535    8.20702e-05         0.534582
35203536    7.7401e-05         0.534659
35203537    9.87716e-05         0.534758
35203538    8.97924e-05         0.534848
35203539    7.95561e-05         0.534927
35203540    8.70986e-05         0.535014
35203541    0.000150492         0.535165
35203542    0.000109906         0.535275
35203543    8.87149e-05         0.535363
35203544    9.35637e-05         0.535457
35203545    9.8592e-05         0.535556
35203546    0.000100567         0.535656
35203547    9.93104e-05         0.535755
35203548    0.000128044         0.535883
35203552    0.000101645         0.535985
35203554    8.35069e-05         0.536069
35203561    0.000206343         0.536275
35203566    0.00010362         0.536379
35203567    0.00010793         0.536487
35203568    0.000176891         0.536663
35203569    8.85353e-05         0.536752
35203570    0.000118885         0.536871
35203571    7.38093e-05         0.536945
35203572    7.03972e-05         0.537015
35203573    0.000119065         0.537134
35203574    0.000114216         0.537248
35203575    0.000105416         0.537354
35203576    7.68623e-05         0.537431
35203577    7.36298e-05         0.537504
35203578    9.23066e-05         0.537597
35203579    7.91969e-05         0.537676
35203580    0.000158394         0.537834
35203581    5.44142e-05         0.537889
35203584    0.000118885         0.538007
35203585    8.70986e-05         0.538095
35203586    7.90173e-05         0.538174
35203587    9.41024e-05         0.538268
35203588    9.51799e-05         0.538363
35203589    0.000131097         0.538494
35203590    0.000266863         0.538761
35203591    0.000169528         0.53893
35203592    7.18339e-05         0.539002
35203593    5.08225e-05         0.539053
35203594    0.000144566         0.539198
35203595    0.000106673         0.539304
35203596    6.12384e-05         0.539365
35203597    8.17111e-05         0.539447
35203599    0.000139897         0.539587
35203600    7.03972e-05         0.539657
35203604    0.000128224         0.539786
35203605    0.000121399         0.539907
35203606    8.79965e-05         0.539995
35203607    0.000128762         0.540124
35203608    0.000105775         0.54023
35203610    0.000169169         0.540399
35203611    7.07564e-05         0.54047
35203612    8.83557e-05         0.540558
35203613    0.000161088         0.540719
35203614    7.0936e-05         0.54079
35203615    7.59644e-05         0.540866
35203616    0.000104518         0.54097
35203617    0.000179226         0.54115
35203618    0.000482365         0.541632
35203619    0.000104339         0.541736
35203620    0.000170606         0.541907
35203621    0.000219991         0.542127
35203622    0.000193952         0.542321
35203623    0.000111163         0.542432
35203626    9.98491e-05         0.542532
35203627    0.000131276         0.542663
35203628    6.93197e-05         0.542732
35203629    4.759e-05         0.54278
35203630    5.74671e-05         0.542838
35203631    8.67394e-05         0.542924
35203632    9.87716e-05         0.543023
35203633    8.02744e-05         0.543103
35203634    9.14086e-05         0.543195
35203635    0.000111702         0.543306
35203636    0.00012553         0.543432
35203637    5.15408e-05         0.543483
35203640    6.96789e-05         0.543553
35203641    6.10588e-05         0.543614
35203649    0         0.543614
35203650    0.000271532         0.543886
35203651    8.88945e-05         0.543975
35203652    7.25522e-05         0.544047
35203653    0.000101645         0.544149
35203654    8.22498e-05         0.544231
35203655    8.18907e-05         0.544313
35203656    0.000119065         0.544432
35203657    7.65031e-05         0.544509
35203658    6.30343e-05         0.544572
35203659    0.000165757         0.544737
35203660    5.56713e-05         0.544793
35203661    0.000128762         0.544922
35203664    0.000166295         0.545088
35203666    8.33273e-05         0.545171
35203668    0.000114216         0.545286
35203669    0.000136125         0.545422
35203670    0.000104339         0.545526
35203672    7.12952e-05         0.545597
35203673    5.06429e-05         0.545648
35203675    0.000105237         0.545753
35203676    0.000100927         0.545854
35203677    8.51232e-05         0.545939
35203678    4.6692e-05         0.545986
35203679    6.33934e-05         0.546049
35203680    8.62007e-05         0.546136
35203681    0.000104878         0.54624
35203682    0.000139537         0.54638
35203683    7.36298e-05         0.546454
35203684    0.000196107         0.54665
35203685    0.000105416         0.546755
35203686    6.82422e-05         0.546823
35203687    6.71647e-05         0.546891
35203688    0.000122836         0.547013
35203689    0.000107212         0.547121
35203690    0.000105596         0.547226
35203691    0.00017743         0.547404
35203692    0.000106853         0.54751
35203693    0.000107751         0.547618
35203694    9.75145e-05         0.547716
35203695    0.000119424         0.547835
35203696    9.33841e-05         0.547929
35203697    5.89038e-05         0.547987
35203698    0.000110445         0.548098
35203699    0.000100747         0.548199
35203700    0.000105237         0.548304
35203701    8.44048e-05         0.548388
35203702    0.00090834         0.549297
35203703    0.000100029         0.549397
35203704    7.75806e-05         0.549474
35203705    7.50664e-05         0.549549
35203708    0.0002164         0.549766
35203709    0.000174736         0.54994
35203710    0.000106135         0.550047
35203711    7.32706e-05         0.55012
35203712    7.72215e-05         0.550197
35203713    0.0001126         0.55031
35203714    0.000103082         0.550413
35203715    8.49436e-05         0.550498
35203716    0.000163781         0.550661
35203717    0         0.550661
35203718    0.000236693         0.550898
35203719    0.00010811         0.551006
35203720    9.50003e-05         0.551101
35203721    7.77602e-05         0.551179
35203722    9.4282e-05         0.551273
35203723    8.65599e-05         0.55136
35203724    9.78737e-05         0.551458
35203725    0.000103441         0.551561
35203726    8.94332e-05         0.551651
35203729    7.36298e-05         0.551724
35203730    8.63803e-05         0.551811
35203731    0.000209037         0.55202
35203732    0.00012553         0.552145
35203733    9.51799e-05         0.55224
35203734    8.4764e-05         0.552325
35203735    7.39889e-05         0.552399
35203736    8.06336e-05         0.55248
35203737    0.00011242         0.552592
35203738    7.21931e-05         0.552664
35203739    0.000106853         0.552771
35203740    7.14747e-05         0.552843
35203743    0.000102004         0.552945
35203744    9.46412e-05         0.553039
35203745    0.000171324         0.553211
35203746    0.000152467         0.553363
35203747    0.000154802         0.553518
35203748    6.37526e-05         0.553582
35203751    8.54823e-05         0.553667
35203752    0.000168989         0.553836
35203753    5.65692e-05         0.553893
35203754    6.46505e-05         0.553957
35203755    6.89606e-05         0.554026
35203756    8.35069e-05         0.55411
35203757    9.69758e-05         0.554207
35203758    8.44048e-05         0.554291
35203759    7.29114e-05         0.554364
35203760    8.22498e-05         0.554446
35203761    8.24294e-05         0.554529
35203762    0.000105057         0.554634
35203766    0.000231485         0.554865
35203786    0.000125171         0.554991
35203787    0.000126428         0.555117
35203788    0.000178687         0.555296
35203789    5.11817e-05         0.555347
35203790    8.38661e-05         0.555431
35203791    5.19e-05         0.555483
35203792    0.000129301         0.555612
35203793    6.73443e-05         0.555679
35203794    8.7817e-05         0.555767
35203796    8.7817e-05         0.555855
35203798    7.81194e-05         0.555933
35203799    0.000119424         0.556052
35203800    7.99152e-05         0.556132
35203801    9.14086e-05         0.556224
35203802    9.12291e-05         0.556315
35203803    9.96695e-05         0.556415
35203807    7.61439e-05         0.556491
35203808    6.91401e-05         0.55656
35203809    7.14747e-05         0.556631
35203810    9.67962e-05         0.556728
35203811    0.000173299         0.556902
35203812    0.000120681         0.557022
35203813    8.18907e-05         0.557104
35203815    0.000106314         0.55721
35203816    7.88377e-05         0.557289
35203817    0.00011673         0.557406
35203818    0.000120681         0.557527
35203819    6.69851e-05         0.557594
35203820    0.000124991         0.557719
35203828    8.42253e-05         0.557803
35203829    8.74578e-05         0.55789
35203830    0.000102902         0.557993
35203833    9.05107e-05         0.558084
35203834    0.000110624         0.558194
35203835    6.44709e-05         0.558259
35203836    6.69851e-05         0.558326
35203837    4.74104e-05         0.558373
35203838    8.49436e-05         0.558458
35203841    9.41024e-05         0.558552
35203842    9.98491e-05         0.558652
35203843    9.60779e-05         0.558748
35203844    0.000109547         0.558858
35203845    8.83557e-05         0.558946
35203846    7.27318e-05         0.559019
35203847    6.94993e-05         0.559088
35203848    9.28453e-05         0.559181
35203849    9.60779e-05         0.559277
35203850    0.000156778         0.559434
35203851    5.19e-05         0.559486
35203852    5.81855e-05         0.559544
35203853    6.68055e-05         0.559611
35203857    0.000371381         0.559982
35203858    7.41685e-05         0.560056
35203859    6.75239e-05         0.560124
35203860    6.84218e-05         0.560192
35203861    6.50097e-05         0.560257
35203864    0.000131636         0.560389
35203865    8.92536e-05         0.560478
35203866    0.000118706         0.560597
35203867    8.92536e-05         0.560686
35203868    9.60779e-05         0.560782
35203869    9.53595e-05         0.560878
35203870    7.77602e-05         0.560955
35203871    8.36865e-05         0.561039
35203872    6.71647e-05         0.561106
35203873    4.52554e-05         0.561152
35203876    8.92536e-05         0.561241
35203877    9.19474e-05         0.561333
35203878    0.000113857         0.561447
35203880    6.68055e-05         0.561513
35203881    0.000118167         0.561632
35203882    6.50097e-05         0.561697
35203883    6.86014e-05         0.561765
35203884    8.62007e-05         0.561851
35203885    7.79398e-05         0.561929
35203886    8.45844e-05         0.562014
35203887    0.000120681         0.562135
35203888    0.000137382         0.562272
35203889    5.80059e-05         0.56233
35203890    8.85353e-05         0.562419
35203891    9.44616e-05         0.562513
35203892    0.000100747         0.562614
35203893    7.16543e-05         0.562685
35203895    8.70986e-05         0.562773
35203897    8.9972e-05         0.562862
35203898    0.000101106         0.562964
35203899    0.000212269         0.563176
35203908    0.000231305         0.563407
35203909    6.93197e-05         0.563476
35203910    6.1418e-05         0.563538
35203911    0.00014259         0.56368
35203912    0.000156598         0.563837
35203913    7.20135e-05         0.563909
35203914    0.000199339         0.564108
35203915    0.000206702         0.564315
35203916    0.000151929         0.564467
35203917    7.02176e-05         0.564537
35203919    4.63329e-05         0.564584
35203921    0.000189642         0.564773
35203922    6.44709e-05         0.564838
35203925    0.000215322         0.565053
35203926    4.54349e-05         0.565098
35203927    0.000127864         0.565226
35203928    0.00015157         0.565378
35203929    0.000175095         0.565553
35203930    0.000203649         0.565757
35203931    6.23159e-05         0.565819
35203932    8.97924e-05         0.565909
35203933    0.000205086         0.566114
35203936    6.8781e-05         0.566183
35203937    8.96128e-05         0.566272
35203938    6.08792e-05         0.566333
35203939    6.64464e-05         0.5664
35203940    0.000136305         0.566536
35203943    0.000110445         0.566646
35203945    0.000251957         0.566898
35203946    0.000731449         0.56763
35203947    0.000537318         0.568167
35203948    0.000483981         0.568651
35203949    0.000476618         0.569128
35203951    0.000297752         0.569425
35203953    0.000255729         0.569681
35203954    0.00111666         0.570798
35203955    0.000246031         0.571044
35203956    0.000394548         0.571438
35203957    0.000295417         0.571734
35203958    0.000198441         0.571932
35203959    0.000342827         0.572275
35203960    0.000493679         0.572769
35203961    0.000550966         0.57332
35203962    0.000119065         0.573439
35203965    0.000237591         0.573676
35203968    0.000745456         0.574422
35203971    0.000260218         0.574682
35203973    0.000189821         0.574872
35203974    0.000182458         0.575054
35203975    0.000318583         0.575373
35203976    0.000275303         0.575648
35203977    0.000249264         0.575897
35203978    0.000730012         0.576627
35203979    0.000229509         0.576857
35203980    0.000340672         0.577198
35203981    0.000283924         0.577482
35203982    0.000360067         0.577842
35203984    0.00015157         0.577993
35203986    0.000395805         0.578389
35203987    0.000166475         0.578555
35203989    0.000198621         0.578754
35203990    0.000214245         0.578968
35203991    0.000192694         0.579161
35203992    0.000308347         0.579469
35203993    0.000169528         0.579639
35203994    0.000265606         0.579905
35203995    0.000206343         0.580111
35203997    0.000185511         0.580296
35203998    0.000153545         0.58045
35204001    0.000159651         0.58061
35204003    0.000135766         0.580745
35204004    0.000573953         0.581319
35204005    0.00025932         0.581579
35204006    0.000156598         0.581735
35204007    0.000309065         0.582044
35204009    0.000190899         0.582235
35204010    0.000244235         0.582479
35204011    0.000264169         0.582744
35204012    0.000157137         0.582901
35204013    0.000276561         0.583177
35204014    0.000577365         0.583755
35204015    0.000283924         0.584039
35204018    0.000316249         0.584355
35204019    0.000437468         0.584792
35204020    0.000332411         0.585125
35204021    0.000180124         0.585305
35204022    0.000244056         0.585549
35204024    0.000563178         0.586112
35204025    0.000738991         0.586851
35204026    0.000206702         0.587058
35204027    0.000214783         0.587273
35204028    0.000433697         0.587706
35204029    0.000211192         0.587917
35204030    0.000265606         0.588183
35204031    0.00028105         0.588464
35204032    0.000247288         0.588711
35204033    0.000335824         0.589047
35204034    0.000163063         0.58921
35204035    0.000257884         0.589468
35204036    0.000115653         0.589584
35204038    0.000175454         0.589759
35204039    0.000209575         0.589969
35204040    0.00015157         0.59012
35204041    0.000406939         0.590527
35204042    0.000322534         0.59085
35204043    0.000316967         0.591167
35204044    0.000326844         0.591494
35204045    0.000219991         0.591714
35204047    0.000248725         0.591962
35204049    0.00092109         0.592883
35204050    0.000317685         0.593201
35204051    0.000330795         0.593532
35204052    0.000363839         0.593896
35204053    0.000390956         0.594287
35204054    0.000231485         0.594518
35204055    0.00043244         0.594951
35204056    0.000317506         0.595268
35204057    0.000214424         0.595483
35204058    0.000229689         0.595712
35204059    0.000529416         0.596242
35204060    0.000360067         0.596602
35204061    0.000271891         0.596874
35204062    0.000694993         0.597569
35204063    0.000529416         0.598098
35204064    0.000321636         0.59842
35204065    0.000274226         0.598694
35204066    0.000269198         0.598963
35204067    0.000212808         0.599176
35204068    0.000413584         0.59959
35204069    0.000289491         0.599879
35204070    0.000191258         0.60007
35204071    0.000652072         0.600722
35204072    0.000503556         0.601226
35204073    0.000942102         0.602168
35204074    0.00083902         0.603007
35204075    0.000365635         0.603373
35204076    0.000270634         0.603643
35204077    0.000295237         0.603939
35204078    0.000271712         0.60421
35204079    0.000554558         0.604765
35204080    0.000328461         0.605093
35204081    0.000539293         0.605633
35204082    0.000296674         0.605929
35204083    0.000399037         0.606328
35204084    0.000521873         0.60685
35204085    0.000479491         0.60733
35204086    0.000329718         0.607659
35204087    0.000327024         0.607986
