DAUID  PROBABILITY  CUMULATIVE PROBABILITY (2006)
35200046    0.00014259         0.267481
35200047    0.00016001         0.267641
35200048    0.000163243         0.267804
35200049    0.000140076         0.267944
35200050    0.000188025         0.268132
35200051    8.67394e-05         0.268219
35200052    6.89606e-05         0.268288
35200053    6.1418e-05         0.268349
35200054    7.79398e-05         0.268427
35200055    8.08131e-05         0.268508
35200056    5.621e-05         0.268564
35200057    4.81287e-05         0.268612
35200058    4.56145e-05         0.268658
35200059    0.000503017         0.269161
35200060    0         0.269161
35200061    0.000320559         0.269481
35200062    0.000152288         0.269634
35200063    0.000319481         0.269953
35200064    0.000123016         0.270076
35200065    8.45844e-05         0.270161
35200066    9.08699e-05         0.270252
35200067    0.00012984         0.270382
35200068    0.000102184         0.270484
35200069    9.78737e-05         0.270582
35200070    0.000107392         0.270689
35200071    7.75806e-05         0.270767
35200072    7.0936e-05         0.270838
35200073    7.54256e-05         0.270913
35200074    8.0454e-05         0.270993
35200078    0.000139178         0.271133
35200079    0.000240464         0.271373
35200080    8.53028e-05         0.271458
35200081    0.000373716         0.271832
35200082    6.53689e-05         0.271897
35200085    6.77035e-05         0.271965
35200086    9.8592e-05         0.272064
35200087    0.000112061         0.272176
35200088    8.51232e-05         0.272261
35200089    0.000111163         0.272372
35200090    0.000114934         0.272487
35200091    0.000102543         0.27259
35200092    0.000144745         0.272734
35200093    0.000142411         0.272877
35200094    3.5917e-06         0.27288
35200095    0.000103441         0.272984
35200096    4.57941e-05         0.27303
35200097    4.6692e-05         0.273076
35200098    0.000328281         0.273405
35200099    5.35163e-05         0.273458
35200100    5.94426e-05         0.273517
35200101    0.000210294         0.273728
35200102    0.000155161         0.273883
35200103    5.45938e-05         0.273938
35200104    0.000189103         0.274127
35200105    0.000237231         0.274364
35200106    0.000184613         0.274548
35200107    4.48962e-05         0.274593
35200108    9.26657e-05         0.274686
35200109    9.66166e-05         0.274783
35200110    0.000102543         0.274885
35200111    9.35637e-05         0.274979
35200112    0.000161447         0.27514
35200114    0.000191078         0.275331
35200115    0.000149594         0.275481
35200116    0.000100747         0.275582
35200117    0.000156059         0.275738
35200118    9.91308e-05         0.275837
35200119    4.77695e-05         0.275885
35200120    0.000184793         0.276069
35200121    9.33841e-05         0.276163
35200123    0.000182099         0.276345
35200124    0.000172222         0.276517
35200125    0.000126069         0.276643
35200126    8.88945e-05         0.276732
35200127    0.000149235         0.276881
35200128    0.000140974         0.277022
35200133    0.000206343         0.277229
35200134    0.000135946         0.277365
35200135    8.54823e-05         0.27745
35200136    8.63803e-05         0.277536
35200137    0.000112061         0.277648
35200138    5.26183e-05         0.277701
35200139    7.81194e-05         0.277779
35200140    7.59644e-05         0.277855
35200141    0.000105416         0.277961
35200142    8.51232e-05         0.278046
35200143    0.000152288         0.278198
35200144    0.000111702         0.27831
35200145    0.000102902         0.278413
35200146    0.000104339         0.278517
35200147    8.27886e-05         0.2786
35200148    8.11723e-05         0.278681
35200149    7.57848e-05         0.278757
35200150    0.000254472         0.279011
35200161    0.00012122         0.279132
35200162    0.000141333         0.279274
35200163    0.000126607         0.2794
35200164    4.16637e-05         0.279442
35200165    9.35637e-05         0.279536
35200166    0.000161806         0.279697
35200167    0.000249982         0.279947
35200173    7.63235e-05         0.280024
35200174    0.000118885         0.280143
35200175    0.000127505         0.28027
35200176    8.42253e-05         0.280354
35200177    7.59644e-05         0.28043
35200178    0.000107571         0.280538
35200179    4.29208e-05         0.280581
35200180    0.000114934         0.280696
35200181    7.27318e-05         0.280768
35200182    7.86581e-05         0.280847
35200183    0.000102184         0.280949
35200186    0.000116551         0.281066
35200187    0.000100567         0.281166
35200188    0.000171503         0.281338
35200189    9.19474e-05         0.28143
35200190    7.45277e-05         0.281504
35200193    7.23727e-05         0.281577
35200196    0.000105775         0.281682
35200197    7.3091e-05         0.281756
35200198    7.90173e-05         0.281835
35200199    0.000133072         0.281968
35200200    9.82329e-05         0.282066
35200201    0.0001038         0.28217
35200202    0.000105775         0.282275
35200203    0.000114036         0.28239
35200204    0.000120322         0.28251
35200205    9.75145e-05         0.282607
35200206    9.10495e-05         0.282698
35200207    4.4537e-05         0.282743
35200208    8.65599e-05         0.282829
35200209    8.42253e-05         0.282914
35200210    9.08699e-05         0.283005
35200211    8.51232e-05         0.28309
35200212    7.45277e-05         0.283164
35200213    0.000107033         0.283271
35200214    0.000124632         0.283396
35200215    7.70419e-05         0.283473
35200216    0.000126248         0.283599
35200217    8.42253e-05         0.283683
35200218    0.000109906         0.283793
35200219    8.83557e-05         0.283882
35200220    8.17111e-05         0.283963
35200221    0.000216938         0.28418
35200222    0.000148517         0.284329
35200223    7.32706e-05         0.284402
35200224    0.000143668         0.284546
35200232    0.000115653         0.284661
35200233    7.00381e-05         0.284731
35200234    8.13519e-05         0.284813
35200235    7.16543e-05         0.284884
35200236    7.25522e-05         0.284957
35200237    7.32706e-05         0.28503
35200238    6.33934e-05         0.285094
35200239    5.02837e-05         0.285144
35200242    8.13519e-05         0.285225
35200243    7.65031e-05         0.285302
35200244    7.03972e-05         0.285372
35200245    0.000141333         0.285514
35200246    7.41685e-05         0.285588
35200249    9.78737e-05         0.285686
35200250    8.56619e-05         0.285771
35200251    5.80059e-05         0.285829
35200252    0.00010398         0.285933
35200253    0.000134329         0.286068
35200254    0.000142949         0.286211
35200255    9.50003e-05         0.286306
35200256    0.000114216         0.28642
35200260    8.62007e-05         0.286506
35200261    9.75145e-05         0.286603
35200262    0.000102722         0.286706
35200263    6.51893e-05         0.286771
35200264    9.46412e-05         0.286866
35200265    9.28453e-05         0.286959
35200266    0.000109188         0.287068
35200267    0.000209037         0.287277
35200268    9.62574e-05         0.287373
35200269    0.000133072         0.287506
35200270    0.00024208         0.287748
35200271    0.000191078         0.28794
35200272    0.000353064         0.288293
35200273    0.00024657         0.288539
35200275    8.0454e-05         0.28862
35200278    7.02176e-05         0.28869
35200279    0.000103082         0.288793
35200280    0.000177071         0.28897
35200281    8.88945e-05         0.289059
35200284    0.000166655         0.289226
35200288    8.33273e-05         0.289309
35200289    0.00011224         0.289421
35200290    9.71554e-05         0.289518
35200291    0.000105775         0.289624
35200292    0.000185331         0.289809
35200293    0.000189642         0.289999
35200294    8.35069e-05         0.290083
35200297    7.97356e-05         0.290162
35200298    0.00019036         0.290353
35200300    0.000227893         0.290581
35200301    7.75806e-05         0.290658
35200302    0.000159112         0.290817
35200303    4.4537e-05         0.290862
35200304    0.000133072         0.290995
35200305    0.000116371         0.291111
35200306    0.000109726         0.291221
35200307    5.29775e-05         0.291274
35200308    0.00010362         0.291378
35200309    0.000153545         0.291531
35200310    9.93104e-05         0.29163
35200313    6.82422e-06         0.291637
35200315    0.000184254         0.291821
35200316    0.000286079         0.292108
35200317    8.20702e-05         0.29219
35200318    7.61439e-05         0.292266
35200319    0.000100927         0.292367
35200320    0.000177609         0.292544
35200321    0.000152827         0.292697
35200322    7.57848e-05         0.292773
35200323    0.000226995         0.293
35200324    0.000155341         0.293155
35200325    5.94426e-05         0.293215
35200326    0.000119603         0.293334
35200327    5.54917e-05         0.29339
35200328    7.20135e-05         0.293462
35200329    8.38661e-05         0.293546
35200330    9.46412e-05         0.29364
35200331    7.61439e-05         0.293716
35200332    8.06336e-05         0.293797
35200333    8.2609e-05         0.29388
35200334    7.93765e-05         0.293959
35200335    9.69758e-05         0.294056
35200336    9.53595e-05         0.294151
35200337    7.70419e-05         0.294228
35200338    8.42253e-05         0.294313
35200339    0.000127326         0.29444
35200352    6.75239e-05         0.294508
35200353    0.000303498         0.294811
35200354    0.00103549         0.295847
35200355    9.28453e-05         0.295939
35200357    9.4282e-05         0.296034
35200358    9.8592e-05         0.296132
35200359    8.92536e-05         0.296221
35200360    9.32045e-05         0.296315
35200361    7.54256e-05         0.29639
35200362    0.000105057         0.296495
35200363    8.62007e-05         0.296581
35200364    0.00016001         0.296741
35200366    0.000128583         0.29687
35200368    5.74671e-05         0.296927
35200370    8.56619e-05         0.297013
35200371    9.37432e-05         0.297107
35200372    6.8781e-05         0.297176
35200373    6.37526e-05         0.297239
35200374    0.000108469         0.297348
35200375    5.15408e-05         0.297399
35200376    0.000103082         0.297502
35200377    9.37432e-05         0.297596
35200378    5.78263e-05         0.297654
35200379    0.000102363         0.297756
35200380    0.000113138         0.29787
35200381    0.000182279         0.298052
35200382    0.000165936         0.298218
35200383    0.000108828         0.298327
35200384    0.000106135         0.298433
35200385    6.89606e-05         0.298502
35200386    0.000145823         0.298647
35200387    8.29682e-05         0.29873
35200388    0.000139717         0.29887
35200389    0.000162524         0.299033
35200391    7.02176e-05         0.299103
35200392    7.23727e-05         0.299175
35200393    0.000158214         0.299334
35200394    0.000105955         0.299439
35200395    8.56619e-05         0.299525
35200396    8.70986e-05         0.299612
35200397    0.000171503         0.299784
35200400    5.49529e-05         0.299839
35200401    7.84785e-05         0.299917
35200402    8.17111e-05         0.299999
35200403    0.000369765         0.300369
35200404    8.53028e-05         0.300454
35200405    9.4282e-05         0.300548
35200406    6.71647e-05         0.300615
35200407    7.43481e-05         0.30069
35200408    9.98491e-05         0.30079
35200409    6.3573e-05         0.300853
35200410    0.000182638         0.301036
35200411    0.000131276         0.301167
35200412    0.000282666         0.30145
35200413    9.19474e-05         0.301542
35200414    0.000200596         0.301742
35200415    8.92536e-05         0.301832
35200416    8.62007e-05         0.301918
35200417    0.000193592         0.302111
35200418    0.000188564         0.3023
35200420    0.000139897         0.30244
35200421    6.21363e-05         0.302502
35200422    8.83557e-05         0.30259
35200423    0.000108828         0.302699
35200426    8.15315e-05         0.302781
35200427    8.72782e-05         0.302868
35200428    7.88377e-05         0.302947
35200429    9.57187e-05         0.303042
35200430    9.75145e-05         0.30314
35200431    0.00010793         0.303248
35200432    6.66259e-05         0.303315
35200433    7.75806e-05         0.303392
35200434    6.44709e-05         0.303457
35200435    7.05768e-05         0.303527
35200436    0.000109188         0.303636
35200437    7.91969e-05         0.303716
35200438    0.000107571         0.303823
35200439    6.73443e-05         0.30389
35200440    8.76374e-05         0.303978
35200442    8.17111e-05         0.30406
35200443    8.45844e-05         0.304144
35200444    0.000104698         0.304249
35200445    8.45844e-05         0.304334
35200449    8.42253e-05         0.304418
35200450    7.07564e-05         0.304489
35200451    5.45938e-05         0.304543
35200452    0.000112061         0.304655
35200453    0.000117987         0.304773
35200454    0.000130379         0.304904
35200455    7.34502e-05         0.304977
35200456    0.00015552         0.305133
35200459    5.29775e-05         0.305186
35200460    9.06903e-05         0.305276
35200463    9.19474e-05         0.305368
35200464    0.000114216         0.305482
35200465    0.000116551         0.305599
35200466    8.70986e-05         0.305686
35200467    0.000124991         0.305811
35200468    0.000106494         0.305918
35200469    8.53028e-05         0.306003
35200470    0.000110624         0.306114
35200471    0.000237591         0.306351
35200472    0.000108469         0.30646
35200475    8.65599e-05         0.306546
35200478    8.83557e-05         0.306635
35200479    9.71554e-05         0.306732
35200480    7.16543e-05         0.306803
35200481    6.73443e-05         0.306871
35200482    7.7401e-05         0.306948
35200483    7.79398e-05         0.307026
35200484    0.000137203         0.307163
35200488    7.03972e-05         0.307234
35200489    6.23159e-05         0.307296
35200490    6.93197e-05         0.307365
35200491    8.31477e-05         0.307448
35200492    5.11817e-05         0.3075
35200493    5.81855e-05         0.307558
35200494    6.93197e-05         0.307627
35200495    7.70419e-05         0.307704
35200497    0.000140256         0.307844
35200498    8.02744e-05         0.307925
35200499    0.000181201         0.308106
35200505    7.72215e-05         0.308183
35200506    7.97356e-05         0.308263
35200510    8.53028e-05         0.308348
35200511    8.72782e-05         0.308435
35200512    7.91969e-05         0.308515
35200513    7.48868e-05         0.308589
35200514    8.33273e-05         0.308673
35200515    9.08699e-05         0.308764
35200516    7.91969e-05         0.308843
35200517    8.97924e-05         0.308933
35200518    8.56619e-05         0.309018
35200519    7.16543e-05         0.30909
35200520    8.85353e-05         0.309179
35200521    0.000109547         0.309288
35200522    9.44616e-05         0.309383
35200523    9.78737e-05         0.30948
35200524    8.56619e-05         0.309566
35200525    8.56619e-05         0.309652
35200529    0.000130917         0.309783
35200531    0.000112959         0.309896
35200532    7.75806e-05         0.309973
35200533    4.22024e-05         0.310015
35200534    9.39228e-05         0.310109
35200535    8.06336e-05         0.31019
35200536    0.00017312         0.310363
35200538    0.00041969         0.310783
35200539    0.000186229         0.310969
35200540    7.84785e-05         0.311047
35200541    0.000217836         0.311265
35200542    9.26657e-05         0.311358
35200545    4.56145e-05         0.311404
35200561    0.000130738         0.311534
35200562    8.74578e-05         0.311622
35200563    7.7401e-05         0.311699
35200564    9.37432e-05         0.311793
35200565    9.24862e-05         0.311885
35200566    9.23066e-05         0.311978
35200567    0.000102184         0.31208
35200568    8.6919e-05         0.312167
35200569    0.000110445         0.312277
35200570    8.08131e-05         0.312358
35200571    0.00010793         0.312466
35200572    0.000100747         0.312567
35200573    9.17678e-05         0.312659
35200574    8.29682e-05         0.312741
35200575    9.30249e-05         0.312835
35200576    0.000121938         0.312956
35200577    9.8592e-05         0.313055
35200578    6.50097e-05         0.31312
35200579    0.000122656         0.313243
35200580    7.90173e-05         0.313322
35200581    6.41118e-05         0.313386
35200582    0.000142231         0.313528
35200583    0.000153904         0.313682
35200584    8.81761e-05         0.31377
35200585    8.24294e-05         0.313853
35200586    9.2127e-05         0.313945
35200587    0.000130379         0.314075
35200588    0.000148696         0.314224
35200589    0.000102902         0.314327
35200590    8.97924e-05         0.314416
35200591    9.08699e-05         0.314507
35200593    8.58415e-05         0.314593
35200594    8.88945e-05         0.314682
35200595    8.20702e-05         0.314764
35200596    0.000110265         0.314874
35200597    6.7883e-05         0.314942
35200598    8.17111e-05         0.315024
35200599    0.000100208         0.315124
35200600    7.45277e-05         0.315199
35200601    7.00381e-05         0.315269
35200602    8.06336e-05         0.315349
35200603    0.000128942         0.315478
35200604    0.000109367         0.315588
35200605    0.000128583         0.315716
35200606    8.02744e-05         0.315797
35200610    4.83083e-05         0.315845
35200611    7.95561e-05         0.315924
35200612    0.000106494         0.316031
35200639    6.84218e-05         0.316099
35200640    8.49436e-05         0.316184
35200641    0.000185511         0.31637
35200642    8.11723e-05         0.316451
35200643    9.98491e-05         0.316551
35200644    8.49436e-05         0.316636
35200645    9.15882e-05         0.316727
35200646    7.38093e-05         0.316801
35200647    6.41118e-05         0.316865
35200648    9.06903e-05         0.316956
35200649    9.48208e-05         0.317051
35200650    0.000113498         0.317164
35200651    0.000122297         0.317287
35200652    0.000106135         0.317393
35200653    7.27318e-05         0.317465
35200654    0.000199339         0.317665
35200655    9.58983e-05         0.317761
35200656    7.95561e-05         0.31784
35200657    0.000127864         0.317968
35200658    9.80533e-05         0.318066
35200659    7.63235e-05         0.318142
35200660    0.000101286         0.318244
35200661    0.000132893         0.318377
35200662    0.000137921         0.318515
35200663    4.70512e-05         0.318562
35200664    0.000124632         0.318686
35200665    0.000133072         0.318819
35200666    0.000119603         0.318939
35200667    8.36865e-05         0.319023
35200668    5.36958e-05         0.319076
35200669    5.65692e-05         0.319133
35200670    9.2127e-05         0.319225
35200671    7.34502e-05         0.319298
35200672    5.8365e-05         0.319357
35200673    8.7817e-05         0.319445
35200674    0.000162704         0.319607
35200675    9.15882e-05         0.319699
35200676    9.35637e-05         0.319793
35200677    8.63803e-05         0.319879
35200678    0.000122477         0.320001
35200679    8.63803e-05         0.320088
35200680    0.000142231         0.32023
35200681    9.2127e-05         0.320322
35200682    7.39889e-05         0.320396
35200683    0.000140974         0.320537
35200686    0.000179764         0.320717
35200687    8.81761e-05         0.320805
35200688    8.56619e-05         0.320891
35200689    6.8781e-05         0.320959
35200690    8.36865e-05         0.321043
35200691    5.8365e-05         0.321102
35200692    6.60872e-05         0.321168
35200693    9.76941e-05         0.321265
35200694    0.000115832         0.321381
35200695    0.00010398         0.321485
35200696    6.39322e-05         0.321549
35200697    0.000106314         0.321655
35200698    5.56713e-05         0.321711
35200699    8.29682e-05         0.321794
35200700    6.06997e-05         0.321855
35200701    9.6437e-05         0.321951
35200702    0.000111343         0.322062
35200703    0.000120861         0.322183
35200704    0.000106853         0.32229
35200705    0.00018587         0.322476
35200706    8.7817e-05         0.322564
35200707    6.3573e-05         0.322627
35200708    8.65599e-05         0.322714
35200709    0.000100029         0.322814
35200710    8.96128e-05         0.322904
35200711    7.75806e-05         0.322981
35200712    0.000126248         0.323107
35200713    8.15315e-05         0.323189
35200714    7.07564e-05         0.32326
35200715    7.39889e-05         0.323334
35200716    5.67488e-05         0.323391
35200717    8.29682e-05         0.323473
35200718    0.000263271         0.323737
35200719    0.000161088         0.323898
35200720    0.000107571         0.324005
35200724    0.000111163         0.324117
35200725    0.000118346         0.324235
35200726    7.47073e-05         0.32431
35200727    8.22498e-05         0.324392
35200728    0.000142411         0.324534
35200729    6.53689e-05         0.3246
35200730    6.23159e-05         0.324662
35200731    7.47073e-05         0.324737
35200732    9.89512e-05         0.324836
35200733    8.92536e-05         0.324925
35200734    6.98585e-05         0.324995
35200735    7.27318e-05         0.325067
35200736    7.05768e-05         0.325138
35200737    6.62668e-05         0.325204
35200738    7.84785e-05         0.325283
35200739    0.000104878         0.325388
35200740    9.76941e-05         0.325485
35200741    0.000120322         0.325606
35200744    0.00015588         0.325762
35200745    0.000116191         0.325878
35200746    0.000154443         0.326032
35200747    9.6437e-05         0.326129
35200748    0.000108469         0.326237
35200749    9.14086e-05         0.326329
35200750    8.85353e-05         0.326417
35200751    9.51799e-05         0.326512
35200752    6.64464e-05         0.326579
35200753    0.000110445         0.326689
35200754    0.000124273         0.326813
35200755    7.81194e-05         0.326892
35200756    0.000150492         0.327042
35200757    5.9263e-05         0.327101
35200768    7.05768e-05         0.327172
35200769    8.83557e-05         0.32726
35200770    0.000134329         0.327395
35200771    0.000157496         0.327552
35200772    8.29682e-05         0.327635
35200774    7.43481e-05         0.327709
35200782    0.000138819         0.327848
35200783    9.10495e-05         0.327939
35200791    8.15315e-05         0.328021
35200792    0.000123195         0.328144
35200794    9.32045e-05         0.328237
35200795    8.06336e-05         0.328318
35200796    8.56619e-05         0.328403
35200797    8.11723e-05         0.328485
35200798    8.06336e-05         0.328565
35200801    8.97924e-07         0.328566
35200802    0.000217298         0.328783
35200803    0.000142052         0.328925
35200804    7.03972e-05         0.328996
35200805    0.000375512         0.329371
35200806    8.83557e-05         0.32946
35200807    2.80152e-05         0.329488
35200808    8.58415e-05         0.329574
35200809    7.3091e-05         0.329647
35200810    9.50003e-05         0.329742
35200811    7.12952e-05         0.329813
35200812    0.00011224         0.329925
35200813    7.41685e-05         0.329999
35200814    0.000218195         0.330218
35200815    9.96695e-05         0.330317
35200821    9.4282e-05         0.330412
35200822    0.000154084         0.330566
35200826    0.000192156         0.330758
35200827    7.72215e-05         0.330835
35200828    0.000103082         0.330938
35200829    3.23253e-06         0.330941
35200830    0.000232921         0.331174
35200831    9.84125e-05         0.331273
35200832    0.000111522         0.331384
35200833    0.000145284         0.331529
35200852    0.000334566         0.331864
35200855    9.84125e-05         0.331962
35200859    5.15408e-05         0.332014
35200860    0.000119783         0.332134
35200861    9.30249e-05         0.332227
35200862    8.22498e-05         0.332309
35200863    5.99813e-05         0.332369
35200864    8.62007e-05         0.332455
35200865    0.000124452         0.33258
35200866    0.000106135         0.332686
35200867    0.000199519         0.332885
35200868    8.24294e-05         0.332968
35200869    0.000125889         0.333094
35200870    0.00025106         0.333345
35200876    8.72782e-05         0.333432
35200877    7.79398e-05         0.33351
35200878    0.000109906         0.33362
35200879    8.0454e-05         0.3337
35200880    9.60779e-05         0.333796
35200881    7.07564e-05         0.333867
35200882    7.16543e-05         0.333939
35200883    8.31477e-05         0.334022
35200884    0.000105237         0.334127
35200885    0.000101106         0.334228
35200886    0.000138819         0.334367
35200887    0.000110265         0.334477
35200888    8.13519e-05         0.334559
35200889    9.60779e-05         0.334655
35200890    0.00010398         0.334759
35200891    6.23159e-05         0.334821
35200892    0.000115653         0.334937
35200893    5.9263e-05         0.334996
35200894    9.30249e-05         0.335089
35200895    9.89512e-05         0.335188
35200896    6.7883e-05         0.335256
35200897    0.000117448         0.335373
35200898    0.000104878         0.335478
35200899    7.48868e-05         0.335553
35200900    7.84785e-05         0.335632
35200901    7.57848e-05         0.335707
35200902    0.000119065         0.335826
35200903    7.11156e-05         0.335898
35200905    8.2609e-05         0.33598
35200906    0.00021604         0.336196
35200907    8.02744e-05         0.336276
35200908    0.000100747         0.336377
35200909    0.000116012         0.336493
35200910    0.000105955         0.336599
35200911    6.05201e-05         0.33666
35200912    6.82422e-05         0.336728
35200913    0.000113498         0.336841
35200914    9.57187e-05         0.336937
35200915    0.000135766         0.337073
35200916    9.60779e-05         0.337169
35200917    6.01609e-05         0.337229
35200918    4.25616e-05         0.337272
35200919    7.95561e-05         0.337351
35200920    0.00010362         0.337455
35200921    8.56619e-05         0.337541
35200922    0.000100567         0.337641
35200923    6.50097e-05         0.337706
35200924    6.21363e-05         0.337768
35200925    6.73443e-05         0.337836
35200926    5.17204e-05         0.337887
35200927    7.34502e-05         0.337961
35200928    6.17772e-05         0.338023
35200929    8.20702e-05         0.338105
35200930    8.62007e-05         0.338191
35200931    8.06336e-05         0.338271
35200932    8.27886e-05         0.338354
35200933    8.22498e-05         0.338436
35200934    0.00010362         0.33854
35200935    7.11156e-05         0.338611
35200936    5.72875e-05         0.338668
35200937    7.07564e-05         0.338739
35200938    6.37526e-05         0.338803
35200939    7.66827e-05         0.33888
35200940    4.72308e-05         0.338927
35200941    6.37526e-05         0.338991
35200942    0.000116551         0.339107
35200943    4.52554e-05         0.339152
35200944    9.06903e-05         0.339243
35200945    9.15882e-05         0.339335
35200946    8.31477e-05         0.339418
35200949    9.32045e-05         0.339511
35200950    9.69758e-05         0.339608
35200951    0.000120322         0.339728
35200952    0.000189103         0.339918
35200953    4.39983e-05         0.339962
35200954    8.36865e-05         0.340045
35200955    0.000245672         0.340291
35200956    7.81194e-05         0.340369
35200957    0.000149415         0.340518
35200958    7.11156e-05         0.34059
35200959    0.00012535         0.340715
35200960    7.36298e-05         0.340788
35200961    8.44048e-05         0.340873
35200962    9.55391e-05         0.340968
35200963    7.39889e-05         0.341042
35200964    0.00021209         0.341255
35200965    7.3091e-05         0.341328
35200966    7.77602e-05         0.341405
35200967    0.000123016         0.341528
35200968    0.000153725         0.341682
35200969    8.0454e-05         0.341763
35200974    0.000154263         0.341917
35200975    7.56052e-05         0.341992
35200976    0.000165398         0.342158
35200977    0.000106673         0.342265
35200979    9.14086e-05         0.342356
35200981    8.96128e-05         0.342446
35200983    6.73443e-05         0.342513
35200985    8.17111e-05         0.342595
35200986    8.96128e-05         0.342684
35200987    9.949e-05         0.342784
35200988    0.000100029         0.342884
35200989    0.000104339         0.342988
35200990    9.67962e-05         0.343085
35200991    7.66827e-05         0.343162
35200992    7.05768e-05         0.343232
35200993    5.69284e-05         0.343289
35200994    0.000112061         0.343401
35200995    6.03405e-05         0.343461
35200996    6.51893e-05         0.343527
35200997    0.000119244         0.343646
35200998    8.85353e-05         0.343734
35200999    0.000100927         0.343835
35201000    0.000140076         0.343975
35201001    0.000107392         0.344083
35201002    0.000111702         0.344195
35201003    0.000104159         0.344299
35201004    6.55484e-05         0.344364
35201005    0.000102363         0.344467
35201006    0.000109188         0.344576
35201007    7.34502e-05         0.344649
35201008    7.81194e-05         0.344727
35201009    7.21931e-05         0.3448
35201010    0.000123734         0.344923
35201011    5.99813e-05         0.344983
35201012    7.63235e-05         0.34506
35201013    6.66259e-05         0.345126
35201014    0.000111881         0.345238
35201015    0.000128403         0.345366
35201016    0.00010398         0.34547
35201017    8.13519e-05         0.345552
35201018    8.42253e-05         0.345636
35201019    8.79965e-05         0.345724
35201020    9.76941e-05         0.345822
35201023    0.000115832         0.345938
35201024    0.000108828         0.346046
35201025    0.000107033         0.346153
35201026    9.14086e-05         0.346245
35201027    0.000121758         0.346367
35201028    8.56619e-05         0.346452
35201029    0.000105237         0.346557
35201030    9.19474e-05         0.346649
35201031    7.70419e-05         0.346726
35201032    0.000105057         0.346832
35201033    0.000125709         0.346957
35201034    4.36391e-05         0.347001
35201035    0.000115653         0.347117
35201036    0.000105416         0.347222
35201038    0.000120322         0.347342
35201039    0.000157675         0.3475
35201040    0.000102543         0.347602
35201041    0.000145104         0.347748
35201044    0.00010362         0.347851
35201045    7.25522e-05         0.347924
35201046    9.91308e-05         0.348023
35201047    0.000110624         0.348134
35201048    0.000107751         0.348241
35201049    0.00013397         0.348375
35201050    5.29775e-05         0.348428
35201051    9.37432e-05         0.348522
35201052    9.41024e-05         0.348616
35201053    8.44048e-05         0.3487
35201054    0.000115114         0.348816
35201055    0.000158394         0.348974
35201056    7.07564e-05         0.349045
35201057    9.62574e-05         0.349141
35201058    9.37432e-05         0.349235
35201059    8.65599e-05         0.349321
35201060    6.66259e-05         0.349388
35201061    9.26657e-05         0.349481
35201062    5.78263e-05         0.349538
35201063    0.000132534         0.349671
35201064    0.000103261         0.349774
35201065    9.93104e-05         0.349874
35201066    9.57187e-05         0.349969
35201067    7.21931e-05         0.350041
35201068    0.000125709         0.350167
35201069    8.20702e-05         0.350249
35201070    7.21931e-05         0.350321
35201071    7.97356e-05         0.350401
35201072    0.000107571         0.350509
35201073    0.000114216         0.350623
35201076    0.000104878         0.350728
35201077    8.09927e-05         0.350809
35201078    0.000160728         0.35097
35201079    9.67962e-05         0.351066
35201080    8.2609e-05         0.351149
35201081    5.72875e-05         0.351206
35201104    8.40457e-05         0.35129
35201105    8.0454e-05         0.351371
35201106    0.000102363         0.351473
35201107    6.48301e-05         0.351538
35201109    0.00011224         0.35165
35201110    0.000137562         0.351788
35201111    9.8592e-05         0.351886
35201112    8.76374e-05         0.351974
35201113    8.51232e-05         0.352059
35201114    8.22498e-05         0.352141
35201122    5.15408e-05         0.352193
35201123    6.82422e-05         0.352261
35201124    8.0454e-05         0.352342
35201125    7.84785e-05         0.35242
35201126    6.19567e-05         0.352482
35201127    0.000100747         0.352583
35201128    8.0454e-05         0.352663
35201129    0.000104159         0.352767
35201130    6.7883e-05         0.352835
35201131    0.000133252         0.352968
35201132    0.000131456         0.3531
35201133    9.12291e-05         0.353191
35201134    9.44616e-05         0.353286
35201139    8.22498e-05         0.353368
35201140    8.11723e-05         0.353449
35201141    0.000105955         0.353555
35201142    9.26657e-05         0.353648
35201143    0.000110085         0.353758
35201144    7.03972e-05         0.353828
35201145    0.000126428         0.353955
35201146    7.25522e-05         0.354027
35201147    6.77035e-05         0.354095
35201148    8.02744e-05         0.354175
35201149    5.56713e-05         0.354231
35201150    6.91401e-05         0.3543
35201151    6.44709e-05         0.354364
35201152    6.26751e-05         0.354427
35201153    9.37432e-05         0.354521
35201154    0.000107751         0.354629
35201155    7.27318e-05         0.354701
35201156    8.87149e-05         0.35479
35201157    6.75239e-05         0.354858
35201158    0.000132534         0.35499
35201159    0.000140076         0.35513
35201160    7.21931e-05         0.355202
35201161    4.99246e-05         0.355252
35201162    0.000115832         0.355368
35201163    5.33367e-05         0.355421
35201164    0.000110265         0.355532
35201165    0.000116191         0.355648
35201166    0.000102543         0.35575
35201167    0.000137203         0.355888
35201168    9.67962e-05         0.355984
35201169    8.62007e-05         0.356071
35201170    8.7817e-05         0.356158
35201171    7.16543e-05         0.35623
35201172    0.000106314         0.356336
35201173    8.35069e-05         0.35642
35201174    9.6437e-05         0.356516
35201175    9.55391e-05         0.356612
35201176    8.94332e-05         0.356701
35201177    8.36865e-05         0.356785
35201178    9.17678e-05         0.356877
35201179    0.000100388         0.356977
35201180    0.000102363         0.35708
35201181    8.65599e-05         0.357166
35201182    0.000139178         0.357305
35201185    9.08699e-05         0.357396
35201186    0.000128583         0.357525
35201187    6.60872e-05         0.357591
35201188    0.000120142         0.357711
35201191    6.73443e-05         0.357778
35201192    7.95561e-05         0.357858
