20
0	100	371	20	112772
1	118	371	20	112772
2	22	341	20	156667
3	23	341	20	156667
4	70	162	15	648
5	70	162	15	18468
6	70	162	15	486
7	30	162	15	26406
8	45	162	15	1134
9	60	162	15	648
10	70	162	15	12474
11	30	162	15	486
12	35	162	15	8262
13	70	162	15	7938
14	45	162	15	1782
15	35	162	15	20898
16	35	162	15	4698
17	60	162	15	972
18	70	162	15	23490
19	35	162	15	18306
